id_zmienna;zmienna;id_przekroj;nazwa_przekroj;id_jednostka_terytorialna;jednostka_terytorialna;id_typ_informacji;typ_informacji;id_wymiar_2;nazwa_wymiar_2;id_pozycja_2;nazwa_pozycja_2;id_wymiar_3;nazwa_wymiar_3;id_pozycja_3;nazwa_pozycja_3;id_wymiar_4;nazwa_wymiar_4;id_pozycja_4;nazwa_pozycja_4;id_wymiar_5;nazwa_wymiar_5;id_pozycja_5;nazwa_pozycja_5;id_wymiar_6;nazwa_wymiar_6;id_pozycja_6;nazwa_pozycja_6;id_wymiar_7;nazwa_wymiar_7;id_pozycja_7;nazwa_pozycja_7;id_wymiar_8;nazwa_wymiar_8;id_pozycja_8;nazwa_pozycja_8;id_wymiar_9;nazwa_wymiar_9;id_pozycja_9;nazwa_pozycja_9;id_okres;id_daty;opis_okres;wartosc;id_braku_wartosci;oznaczenie_braku_wartosci;nazwa_braku_wartosci;id_tajnosci;oznaczenie_tajnosci;nazwa_tajnosci;id_flaga;oznaczenie_flagi;nazwa_flaga;notka
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;1999;1999;119;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2000;2000;125;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2001;2001;127;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2002;2002;118;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2003;2003;119;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2004;2004;135;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2005;2005;146;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2006;2006;155;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2007;2007;175;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2008;2008;202;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2009;2009;238;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2010;2010;270;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2011;2011;303;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2012;2012;372;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
406;Naklady wewnetrzne na dzialalnosc badawcza i rozwojowa;2;Polska, wojewodztwa;33617;POLSKA;122;na 1 mieszkanca  [zl];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2013;2013;375;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji srodkow trwalych
